author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Этажи Комсомольск-на-Амуре;real_estate_agent;https://habarovsk.cian.ru/sale/flat/308573682/;Апрелевка;sale;flat;3;5;5;112.2;6950000;-1;-1;-1;-1;-1;-1;9 м²;+79141704823;Центральный; Кирова;79к2;;
Этажи Анапа;real_estate_agent;https://anapa.cian.ru/sale/flat/308610907/;Апрелевка;sale;flat;1;5;5;112.6;6999000;2006;-1;-1;-1;-1;-1;6 м²;+79891981721;Анапа;Алексеевский переулок;3;;
