author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306453110/;Апрелевка;sale;flat;24;26;5;302.0;170000000;2022;-1;-1;-1;-1;150 м²;20 м²;+79647823389;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Брусника;developer;https://novosibirsk.cian.ru/sale/flat/308766591/;Апрелевка;sale;flat;23;24;5;478.99;155000000;2024;-1;Монолитно-кирпичный, кирпичный;-1;Предчистовая;-1;-1;+73832095783;Октябрьский;Зыряновская ;51с;;На Декабристов
