author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Лайф Групп жилая недвижимость;real_estate_agent;https://samara.cian.ru/sale/flat/302538146/;Апрелевка;sale;flat;18;24;4;150.0;27900000;2013;-1;-1;-1;-1;-1;33,5 м²;+79063472457;Октябрьский;Ново-Садовая ;106М;Российская;Бриг
Мир Квартир Элит;real_estate_agent;https://spb.cian.ru/sale/flat/296366690/;Апрелевка;sale;flat;9;14;4;120.6;38450000;-1;-1;-1;-1;-1;68,9 м²;19,7 м²;+79681896579;Московский;Смоленская ;13;Фрунзенская;Галант
