author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Дипломат;developer;https://krym.cian.ru/sale/flat/292125110/;Апрелевка;sale;flat;2;8;3;133.1;58564000;2015;-1;-1;-1;Чистовая;84,7 м²;-1;+78632098730;;;;;Резиденция Дипломат
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/308802493/;Апрелевка;sale;flat;10;20;3;110.7;122000000;-1;-1;-1;-1;-1;65 м²;25 м²;+79856120994;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
