author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/307809870/;Апрелевка;sale;flat;23;25;1;39.0;14250000;-1;-1;-1;-1;-1;-1;-1;+79676538210;Западный;Дальняя ;8к2;;Тургенев
Дом под пальмой;real_estate_agent;https://sochi.cian.ru/sale/flat/306459542/;Апрелевка;sale;flat;5;7;1;33.2;14700000;2025;-1;-1;-1;Без отделки;27,5 м²;-1;+79604718287;Адлерский;Адлер жилрайон;;;Olivia ЖК
